emp_no,birth_date,first_name,last_name,title,from_date,to_date
409712,1965-01-23,Etsuo,Andreotta,Senior Engineer,2000-03-28,2000-06-23
409798,1965-01-15,Dekang,Tsunoo,Technique Leader,1995-01-19,9999-01-01
409805,1965-01-15,Frazer,Candan,Senior Engineer,1999-03-05,9999-01-01
409898,1965-02-01,Divier,Ishibashi,Senior Engineer,1994-09-22,9999-01-01
410028,1965-01-11,Xiadong,McClurg,Senior Staff,1994-09-17,9999-01-01
410372,1965-01-08,Duri,Mitina,Senior Engineer,1995-03-04,9999-01-01
410433,1965-01-19,Kazuhisa,Riesenhuber,Senior Engineer,1992-10-06,9999-01-01
410592,1965-01-01,Tonia,Shigei,Staff,1993-03-13,1997-01-12
410616,1965-01-18,Gudjon,Kalorkoti,Senior Engineer,1999-04-14,9999-01-01
410703,1965-01-14,Kitty,Halloran,Staff,1997-11-20,2002-01-18
410804,1965-01-17,Ronnie,Denos,Senior Engineer,1997-06-08,9999-01-01
410881,1965-01-06,Koichi,Grabner,Senior Engineer,1990-04-24,9999-01-01
411070,1965-01-29,Otmar,Brandsma,Senior Engineer,1992-05-27,9999-01-01
411082,1965-01-08,Martine,Cangellaris,Senior Engineer,1998-04-28,9999-01-01
411143,1965-01-08,Goncalo,Barbanera,Senior Staff,1996-09-01,9999-01-01
411727,1965-01-09,Weiwu,Lamma,Staff,1997-11-05,2000-11-26
411906,1965-02-01,Anneli,Pappas,Engineer,1998-07-04,1998-09-19
412315,1965-01-02,Geoff,Peck,Staff,1999-01-08,1999-03-26
412404,1965-01-15,Mitsuyuki,Jeansoulin,Senior Engineer,1999-10-28,9999-01-01
412757,1965-01-03,Leen,Peak,Engineer,1999-11-20,9999-01-01
413098,1965-01-26,Hsiangchu,Taubenfeld,Senior Staff,1999-04-17,9999-01-01
413205,1965-01-09,Mototsugu,Prampolini,Senior Staff,1988-06-12,9999-01-01
413554,1965-01-20,Elvia,Schwartzburd,Engineer,1991-10-16,1995-08-25
413666,1965-01-05,Remco,Duclos,Senior Staff,1996-04-18,9999-01-01
413729,1965-01-02,Harjit,Ernst,Technique Leader,1992-04-26,9999-01-01
413831,1965-01-09,Mohamadou,Grabner,Senior Staff,1998-11-25,9999-01-01
413832,1965-01-24,Marco,Jahnichen,Senior Staff,1995-03-28,9999-01-01
414027,1965-01-31,Tadanori,Msuda,Senior Engineer,1997-11-06,9999-01-01
414091,1965-01-17,Wuxu,Kuhnemann,Engineer,1997-08-19,9999-01-01
414461,1965-01-22,Somnath,Bierbaum,Senior Staff,1996-12-05,2000-12-22
414543,1965-01-03,Bernd,Anick,Senior Engineer,1988-11-19,9999-01-01
414551,1965-01-22,Elliott,Copas,Senior Engineer,1999-09-13,9999-01-01
414662,1965-01-21,Ipke,Schneeberger,Senior Engineer,1994-09-20,9999-01-01
414714,1965-01-06,Chinho,Delgrande,Senior Staff,1996-11-07,9999-01-01
414808,1965-01-05,Aris,Sambasivam,Senior Engineer,1993-02-20,1998-05-20
414814,1965-01-28,Dayanand,Wielonsky,Staff,1999-02-15,9999-01-01
414897,1965-01-17,Juyoung,Willoner,Senior Staff,1994-11-03,9999-01-01
414922,1965-01-20,Prasadram,Piazza,Senior Engineer,1992-06-04,1997-11-04
415187,1965-01-03,Juyoung,Peltason,Assistant Engineer,1998-09-01,9999-01-01
415234,1965-01-28,Ewing,Baak,Engineer,1993-10-05,1993-10-19
415338,1965-01-22,Shigeo,Emmart,Assistant Engineer,1995-12-24,9999-01-01
415363,1965-01-19,Conal,Shackell,Senior Staff,1993-01-25,9999-01-01
415563,1965-01-21,Mrinalini,Bierbaum,Senior Engineer,1994-03-12,9999-01-01
416074,1965-01-08,Alain,Lieberherr,Senior Engineer,1996-05-10,9999-01-01
416383,1965-01-29,Nectarios,Itschner,Senior Engineer,1996-03-01,9999-01-01
416420,1965-01-22,Adamantios,Heemskerk,Senior Staff,1986-08-08,9999-01-01
416455,1965-01-22,Laurentiu,Morton,Engineer,1998-12-21,1999-12-23
416492,1965-01-15,Kannan,Meriste,Senior Engineer,1992-08-12,9999-01-01
416660,1965-01-28,Nathalie,Luke,Senior Engineer,1997-09-15,9999-01-01
416720,1965-01-14,Tokuyasu,Xiaoshan,Senior Engineer,1998-09-19,9999-01-01
416877,1965-01-02,Gio,Orsini,Senior Staff,1993-12-07,9999-01-01
416892,1965-01-03,Shooichi,Vandervoorde,Engineer,1996-08-16,9999-01-01
417128,1965-01-26,Valeska,Rosenbaum,Senior Engineer,1994-05-18,1997-01-13
417435,1965-01-03,Bouchung,Zaumen,Senior Staff,1999-01-29,9999-01-01
418239,1965-01-03,Josyula,Motley,Senior Engineer,1992-09-05,9999-01-01
418247,1965-01-08,Oscar,Oppitz,Senior Staff,2001-06-29,9999-01-01
418298,1965-01-08,Arvin,Pusterhofer,Senior Engineer,2002-03-02,9999-01-01
418309,1965-01-24,Danel,Petereit,Senior Engineer,1994-02-21,9999-01-01
418380,1965-01-02,Kazuhiko,Gornas,Senior Engineer,1993-05-20,9999-01-01
418566,1965-01-27,Kazuhide,Snedden,Senior Engineer,1996-06-14,9999-01-01
418606,1965-01-11,Michaela,Otillio,Engineer,1994-01-05,9999-01-01
418689,1965-01-07,Gino,Uehara,Senior Staff,1988-02-17,1991-04-09
418717,1965-01-20,Arunachalam,Magliocco,Senior Staff,1992-12-22,9999-01-01
418860,1965-02-01,Ymte,Dalton,Senior Staff,1997-11-22,9999-01-01
419099,1965-01-15,Heon,Broomell,Staff,1998-05-06,9999-01-01
419388,1965-01-22,Nikolaos,Bamford,Senior Engineer,1991-02-25,1997-09-23
419953,1965-01-29,Ung,Orlowski,Senior Staff,1998-07-22,9999-01-01
420086,1965-01-27,Susuma,Kitsuregawa,Senior Engineer,1993-05-28,9999-01-01
420476,1965-01-28,Mariangiola,Bolsens,Senior Staff,1994-06-15,9999-01-01
420557,1965-01-06,Mabhin,Eastman,Senior Staff,1994-08-02,9999-01-01
420599,1965-01-02,Hidde,Riexinger,Senior Engineer,1995-11-18,1996-08-20
420681,1965-01-10,Atilio,Rajala,Technique Leader,1999-12-01,2001-07-27
420694,1965-01-19,Frazer,Barbanera,Senior Staff,1991-11-04,9999-01-01
420732,1965-01-06,Willard,Morrin,Senior Staff,2001-05-27,9999-01-01
420759,1965-01-04,Raimond,Solovay,Staff,1997-10-03,9999-01-01
420765,1965-01-17,Shawna,Krider,Senior Staff,1997-03-09,9999-01-01
420877,1965-01-29,Khosrow,Erez,Senior Staff,1996-02-11,9999-01-01
420921,1965-01-30,Niranjan,Lamba,Staff,1997-11-16,1998-10-10
421022,1965-01-26,Shigeaki,Butner,Senior Staff,1996-07-13,9999-01-01
421033,1965-01-14,Garnik,Randt,Senior Staff,1994-12-23,9999-01-01
421039,1965-01-28,Aemilian,Zedlitz,Engineer,1988-12-23,1993-07-16
421074,1965-01-07,Zhaofang,Falster,Senior Staff,1999-06-29,9999-01-01
421312,1965-01-13,Mariangiola,Bashian,Engineer,1999-09-18,9999-01-01
421384,1965-01-02,Renny,Bednarek,Senior Staff,1995-06-01,9999-01-01
421755,1965-01-03,Shichao,Thiria,Senior Engineer,2001-01-10,9999-01-01
422146,1965-01-08,Kenton,Miara,Engineer,1999-05-14,9999-01-01
422263,1965-01-06,Abdulah,Remmele,Staff,1992-09-24,1996-07-21
422450,1965-01-04,Junichi,Rubsam,Senior Engineer,1988-10-30,1994-03-11
422783,1965-01-18,Jagoda,Uhrig,Engineer,1995-09-01,9999-01-01
423038,1965-01-20,Takushi,Strehl,Senior Staff,1988-10-04,9999-01-01
423204,1965-01-08,Uma,Stranks,Senior Staff,1996-09-12,9999-01-01
423208,1965-01-19,Joydip,Krone,Engineer,1995-02-08,9999-01-01
423214,1965-01-31,Tsutomu,Tetzlaff,Senior Staff,1993-09-23,9999-01-01
423327,1965-01-27,Constantijn,Lichtman,Senior Staff,2001-06-26,9999-01-01
423350,1965-01-04,Heping,Monarch,Senior Staff,1993-04-15,9999-01-01
423516,1965-01-02,Wojceich,Butterworth,Senior Engineer,1996-08-29,2001-10-05
423633,1965-01-30,Mariusz,Tokunaga,Senior Engineer,1985-02-11,9999-01-01
423993,1965-01-01,Seshu,Kolvik,Technique Leader,1988-12-09,9999-01-01
424569,1965-01-14,Danco,Luff,Engineer,1997-10-30,9999-01-01
424584,1965-02-01,Kagan,Dredge,Senior Engineer,2000-02-26,9999-01-01
424685,1965-01-10,Changho,Veevers,Senior Staff,1997-03-03,9999-01-01
424714,1965-01-10,Nathan,Vendrig,Engineer,1990-08-20,1997-03-22
424797,1965-01-19,Theron,Itschner,Senior Staff,1993-05-16,9999-01-01
424805,1965-01-24,Jacqueline,Zallocco,Senior Staff,1994-12-17,9999-01-01
424845,1965-01-01,Salvador,Peres,Staff,1995-04-24,1996-11-17
424930,1965-01-19,Xuejun,Reeker,Senior Staff,1997-11-18,9999-01-01
424984,1965-01-11,Vasilis,Waleschkowski,Engineer,1996-05-26,9999-01-01
425437,1965-01-03,Moni,Staudhammer,Engineer,1999-03-23,9999-01-01
425535,1965-01-18,Alagu,Vieri,Senior Staff,1992-08-22,9999-01-01
425540,1965-01-03,Paddy,Zumaque,Senior Staff,1995-11-12,9999-01-01
425757,1965-01-18,Yongdong,Jiang,Senior Staff,1990-10-13,9999-01-01
425780,1965-01-15,Paris,Range,Senior Staff,1997-10-25,9999-01-01
425830,1965-01-30,Guther,Conia,Engineer,1999-02-13,9999-01-01
425875,1965-01-19,Jahangir,Kroft,Senior Staff,1995-06-11,9999-01-01
426153,1965-01-16,Shahaf,Luce,Senior Staff,1999-04-06,9999-01-01
426168,1965-01-10,Kaijung,Mateescu,Senior Staff,1992-11-17,9999-01-01
426228,1965-01-17,Supot,Badache,Engineer,1996-08-17,9999-01-01
426235,1965-01-31,Danco,Rajala,Senior Staff,1996-03-28,9999-01-01
426611,1965-01-29,Serap,Bahi,Engineer,1986-05-15,1990-05-04
426644,1965-01-13,Zejun,Broomell,Senior Engineer,2002-01-19,9999-01-01
426683,1965-01-03,Xudong,Muntz,Engineer,1991-03-08,1996-04-02
426706,1965-01-07,Karsten,Kawashima,Senior Engineer,1999-03-15,9999-01-01
426795,1965-01-07,Huican,Lunn,Senior Staff,1991-07-23,9999-01-01
426818,1965-01-21,Gaurav,Fendler,Senior Staff,1997-02-14,9999-01-01
426819,1965-01-13,Sandeepan,Kulisch,Engineer,1997-05-16,9999-01-01
426824,1965-01-25,Gopalakrishnan,Mawatari,Senior Staff,1993-10-29,9999-01-01
426958,1965-01-19,Weijing,Viele,Senior Engineer,1993-10-03,9999-01-01
427313,1965-01-31,Utpal,Kemmerer,Senior Staff,1991-12-04,9999-01-01
427320,1965-01-13,Mamdouh,Ramamoorthy,Senior Engineer,2000-01-13,9999-01-01
427332,1965-01-20,Feiyu,Hemaspaandra,Staff,1995-06-04,9999-01-01
427571,1965-01-20,Torsten,Ranta,Senior Engineer,1996-12-10,9999-01-01
427659,1965-01-27,Mariusz,Ritcey,Engineer,1987-03-16,1991-07-01
427776,1965-01-25,Jaques,Navazio,Senior Staff,1998-04-03,9999-01-01
427805,1965-01-21,Haldun,Compeau,Senior Staff,1997-10-15,9999-01-01
427823,1965-01-18,Jaques,Gecsei,Staff,1999-07-13,9999-01-01
427852,1965-01-02,Adil,Kieras,Senior Engineer,1992-07-20,9999-01-01
428082,1965-01-09,Ronghao,Alpin,Senior Staff,2000-09-10,9999-01-01
428160,1965-01-12,Jamaludin,Kalorkoti,Senior Staff,2001-07-14,9999-01-01
428195,1965-01-11,Hatsukazu,Rosca,Senior Staff,1991-10-13,9999-01-01
428219,1965-01-21,Ghassan,Androutsos,Senior Staff,1993-12-25,9999-01-01
428235,1965-01-17,Chenyi,Demian,Senior Engineer,1988-06-29,2000-03-18
428294,1965-01-13,Nimmagadda,Kusakari,Engineer,1992-09-29,1998-05-14
428917,1965-01-23,Theron,Billawala,Senior Engineer,2001-02-16,9999-01-01
429040,1965-01-22,Bader,Detkin,Staff,1993-10-24,1999-07-31
429087,1965-01-27,Hugh,Senzako,Technique Leader,1992-10-15,9999-01-01
429231,1965-01-09,Kazuyasu,Schmiedel,Senior Staff,1991-09-07,9999-01-01
429238,1965-01-29,Mona,Luck,Senior Staff,1989-05-11,9999-01-01
429249,1965-01-28,Alassane,Wolniewicz,Senior Engineer,1993-10-06,9999-01-01
429316,1965-01-08,Seshu,Hiraishi,Senior Staff,2001-08-10,9999-01-01
429381,1965-01-06,Limsoon,Roohalamini,Senior Staff,1992-11-25,9999-01-01
429419,1965-01-13,Adas,Chinen,Senior Staff,1998-01-04,2002-05-15
429481,1965-01-09,Subhada,Emmerich,Engineer,1996-03-06,9999-01-01
429520,1965-01-06,Yongqiao,Francisci,Engineer,1999-12-01,9999-01-01
429532,1965-01-25,Bartek,Vendrig,Senior Staff,1996-11-11,9999-01-01
429553,1965-01-12,Tadanori,Fujisawa,Technique Leader,1999-08-07,2000-07-04
429569,1965-01-03,Fumiya,Chappelet,Engineer,1999-09-04,9999-01-01
429703,1965-01-06,Ung,Honglei,Senior Staff,1993-09-02,9999-01-01
429756,1965-01-06,Jiann,Hofmeyr,Staff,1992-02-03,1997-10-23
429899,1965-01-30,Ranan,Marsiglia,Staff,1999-08-13,9999-01-01
429954,1965-01-26,Renny,Gladwell,Staff,1999-02-27,9999-01-01
430054,1965-01-22,Erzsebet,Setiz,Senior Engineer,1998-06-10,9999-01-01
430558,1965-01-07,Xiong,Roisin,Senior Engineer,1995-03-02,9999-01-01
430593,1965-01-19,Janalee,Lanzelotte,Senior Staff,1997-12-01,9999-01-01
430631,1965-01-17,Kersti,Marsiglia,Engineer,1994-02-19,9999-01-01
430891,1965-01-06,Khalil,Gien,Senior Engineer,1991-08-06,9999-01-01
430981,1965-01-24,Amabile,Koyama,Senior Staff,1990-07-25,1993-05-14
431353,1965-01-22,Bedir,Reeken,Senior Staff,1991-02-17,1998-10-25
431576,1965-01-06,Masamitsu,Back,Senior Staff,1994-03-25,9999-01-01
431657,1965-01-31,Visit,Thiran,Senior Engineer,1991-11-14,9999-01-01
431759,1965-02-01,Alassane,Ramsay,Engineer,1987-11-05,1989-04-12
431882,1965-01-21,Hideo,Varman,Engineer,1997-06-19,9999-01-01
431887,1965-01-05,Poorav,Ranst,Senior Engineer,1996-06-01,9999-01-01
432031,1965-01-11,Adamantios,Matzat,Senior Staff,1993-02-28,9999-01-01
432034,1965-01-24,Arfst,Uehara,Senior Staff,1993-11-15,9999-01-01
432089,1965-01-17,Irena,Gulla,Senior Engineer,1989-12-30,2002-01-11
432121,1965-01-06,Alair,Straney,Senior Staff,1992-11-14,9999-01-01
432257,1965-01-20,Kwangjo,Hiltgen,Engineer,1998-12-22,9999-01-01
432261,1965-01-30,Arve,Bergere,Senior Engineer,1994-07-28,9999-01-01
432399,1965-01-19,Nitsan,Nollmann,Senior Engineer,1996-09-09,9999-01-01
432523,1965-01-21,Takahiro,Maquelin,Engineer,1997-07-21,9999-01-01
432665,1965-01-02,Flemming,Driscoll,Senior Engineer,1999-06-28,9999-01-01
432787,1965-01-16,Toshiko,Ibel,Senior Engineer,1996-11-23,9999-01-01
432890,1965-01-24,Nalini,Perly,Senior Engineer,1999-03-07,2001-01-15
432956,1965-01-25,Qunsheng,Birrer,Senior Staff,1994-05-13,9999-01-01
433059,1965-01-02,Bojan,Montresor,Staff,1995-02-04,9999-01-01
433157,1965-01-16,Tomofumi,Serna,Staff,1999-10-23,9999-01-01
433260,1965-02-01,Make,Olivero,Engineer,1998-06-01,9999-01-01
433438,1965-01-06,Keiichiro,Miyakawa,Senior Staff,2000-09-12,9999-01-01
433465,1965-01-12,Wonhee,Benveniste,Senior Staff,1985-12-21,1987-03-23
433640,1965-01-12,Monique,Baer,Senior Staff,1987-12-12,1996-02-13
434384,1965-01-28,Greger,Babb,Senior Staff,1995-11-06,2002-01-18
434845,1965-01-11,Takushi,Skogmar,Senior Staff,1991-06-07,9999-01-01
434936,1965-01-15,Sahrah,Rosis,Senior Engineer,2000-06-23,9999-01-01
435026,1965-01-14,Shim,Versino,Senior Engineer,1986-08-20,1997-11-20
435042,1965-01-10,Brigham,Borstler,Staff,1995-10-09,9999-01-01
435060,1965-01-16,Moie,Lieblein,Staff,1996-07-12,9999-01-01
435181,1965-01-16,Kazuhide,Fiutem,Senior Staff,1998-05-10,9999-01-01
435226,1965-01-12,Yinghua,Panwar,Senior Staff,1994-06-11,1996-02-26
435289,1965-01-04,Feixiong,Schurmann,Senior Staff,1993-02-14,9999-01-01
435305,1965-01-21,Berthier,Pramanik,Senior Staff,1999-01-23,9999-01-01
435357,1965-01-29,Jaques,Standera,Engineer,1997-10-02,1998-03-11
435370,1965-01-16,Conal,Basart,Senior Staff,1991-05-17,9999-01-01
435588,1965-01-29,Genta,Pepe,Senior Staff,2002-04-12,9999-01-01
435602,1965-01-29,Dietrich,Kranzdorf,Senior Staff,2001-10-04,9999-01-01
435664,1965-01-02,Sham,Chiodo,Senior Engineer,1997-07-28,2000-06-16
435774,1965-01-09,Olivera,Bharadwaj,Senior Staff,2001-04-01,9999-01-01
435791,1965-01-07,Hercules,Speer,Senior Engineer,1999-03-07,9999-01-01
436558,1965-01-08,Subir,Greibach,Senior Engineer,1992-05-24,9999-01-01
436797,1965-01-24,Ohad,Henders,Senior Staff,1996-11-02,9999-01-01
436827,1965-01-30,Wojceich,Limongiello,Senior Staff,1988-03-10,9999-01-01
436915,1965-01-13,Feixiong,Haraldson,Staff,1998-10-11,9999-01-01
437276,1965-01-17,Dines,DeMori,Senior Staff,1994-12-07,9999-01-01
437369,1965-02-01,Kazuhide,Biran,Senior Staff,1995-01-25,9999-01-01
437395,1965-01-21,Sumant,Thambidurai,Senior Staff,2000-01-02,9999-01-01
437724,1965-01-17,Erez,Luft,Staff,1994-12-14,9999-01-01
437870,1965-01-07,Kerhong,Lorho,Staff,1995-06-18,9999-01-01
438038,1965-01-01,Lena,Giaccio,Senior Staff,1999-03-17,9999-01-01
438158,1965-01-19,Shaw,Varman,Senior Engineer,1994-12-16,1999-05-13
438264,1965-01-19,Rasikan,Barreiro,Senior Staff,2000-09-26,9999-01-01
438557,1965-01-30,Lidong,Swist,Engineer,1999-09-16,9999-01-01
438723,1965-01-12,Charlene,Verspoor,Engineer,2000-03-16,2001-11-13
439377,1965-01-28,Mari,Plessier,Senior Engineer,1997-07-04,9999-01-01
439905,1965-01-03,Kousuke,Levasseur,Senior Staff,1996-03-15,9999-01-01
439924,1965-01-30,Gunilla,Kisuki,Senior Staff,2000-08-13,9999-01-01
440325,1965-01-10,Douadi,Sullins,Senior Staff,1999-09-25,9999-01-01
440435,1965-01-03,Sandeepan,Rosti,Senior Engineer,1991-11-26,9999-01-01
440450,1965-01-16,Tzvetan,Scharstein,Senior Staff,1999-06-16,9999-01-01
440642,1965-01-14,Snehasis,Kalsbeek,Senior Staff,1997-01-05,9999-01-01
440870,1965-01-01,Filipp,Hasham,Senior Staff,1999-07-11,9999-01-01
440937,1965-01-18,Fabrizio,Usery,Senior Staff,1999-10-14,9999-01-01
440997,1965-01-01,Manton,Schapiro,Senior Staff,1991-03-26,2001-01-31
441197,1965-01-18,Miquel,Legleitner,Senior Staff,1993-06-28,9999-01-01
441536,1965-01-10,Chinho,Collette,Senior Engineer,1990-08-07,9999-01-01
441651,1965-01-07,Aimee,Billawala,Engineer,1989-02-20,1995-08-24
441954,1965-01-03,Leszek,Marchegay,Engineer,1999-06-13,9999-01-01
441965,1965-01-12,Claudi,Heijenga,Senior Staff,1994-08-30,9999-01-01
442002,1965-01-03,Ravishankar,Baig,Senior Staff,2000-03-17,9999-01-01
442096,1965-01-15,Martijn,DiGiano,Senior Engineer,1990-06-15,9999-01-01
442312,1965-01-05,Zengping,Cusworth,Senior Engineer,1997-06-06,9999-01-01
442490,1965-01-08,Navid,Luke,Engineer,1994-10-17,9999-01-01
442653,1965-01-04,Mona,Hebden,Engineer,1995-10-20,9999-01-01
442700,1965-01-06,Siddarth,Masada,Staff,1997-08-11,9999-01-01
442704,1965-01-07,Terresa,Milicia,Engineer,1993-05-24,1997-11-21
442898,1965-01-07,Aksel,Gire,Engineer,1999-06-27,9999-01-01
443108,1965-01-14,Christfried,Atrawala,Senior Staff,1990-07-13,9999-01-01
443339,1965-01-04,Shir,Krone,Staff,1996-10-02,1998-09-07
443485,1965-01-23,Marke,Klerer,Senior Staff,1990-04-14,9999-01-01
443632,1965-01-10,Bernd,Conia,Staff,1999-11-25,2002-04-25
443841,1965-01-08,Shaw,Kading,Senior Staff,2000-07-16,9999-01-01
443873,1965-01-20,Vatsa,Ramsay,Senior Staff,2002-02-04,9999-01-01
444070,1965-01-15,Heping,Skrikant,Senior Staff,1999-11-27,9999-01-01
444099,1965-01-28,Kousuke,Worfolk,Senior Staff,1997-03-22,9999-01-01
444208,1965-01-27,Irena,Cesareni,Senior Staff,1985-10-30,9999-01-01
444228,1965-01-23,Xinglin,Busillo,Senior Engineer,1998-10-08,1999-06-11
444465,1965-01-13,Prasadram,Bultermann,Senior Engineer,1997-08-29,9999-01-01
444487,1965-01-03,Udi,Rullman,Senior Engineer,1994-04-09,9999-01-01
444643,1965-01-18,Berna,Schonegge,Staff,1998-06-28,9999-01-01
445067,1965-01-28,Eldridge,Kawashima,Senior Engineer,1997-02-27,9999-01-01
445152,1965-01-09,Heping,Peac,Senior Staff,1992-03-20,9999-01-01
445201,1965-01-22,Randi,Alblas,Staff,1992-05-02,2000-01-27
445226,1965-01-01,Oscar,Baumann,Senior Engineer,1996-01-22,9999-01-01
445456,1965-01-12,Apostol,Gruenwald,Engineer,1998-08-04,2000-03-18
445514,1965-01-05,Tuval,Albarhamtoshy,Technique Leader,1990-09-24,1999-10-28
445570,1965-01-25,Van,Nations,Technique Leader,1986-08-11,9999-01-01
445723,1965-01-31,Gaurav,Roison,Senior Staff,1995-10-22,9999-01-01
445941,1965-01-11,Masako,Dechter,Technique Leader,1985-09-25,9999-01-01
445950,1965-01-23,Ebru,Valtorta,Senior Engineer,1997-12-09,9999-01-01
446121,1965-01-11,Fay,Cochrane,Staff,1999-12-13,9999-01-01
446306,1965-01-22,Hercules,Kabayashi,Senior Engineer,1991-06-10,9999-01-01
446424,1965-01-16,DAIDA,Nooteboom,Senior Engineer,1992-11-24,9999-01-01
446785,1965-01-30,Yuping,Papastamatiou,Engineer,1988-08-30,1992-01-16
446897,1965-01-22,Takahiro,Dalton,Technique Leader,1992-09-30,9999-01-01
446959,1965-01-29,Aram,Passino,Senior Engineer,1995-01-28,9999-01-01
447018,1965-01-17,Dannz,Miara,Senior Engineer,2000-12-04,9999-01-01
447135,1965-01-31,Gennady,Rouquie,Senior Staff,1989-08-24,9999-01-01
447191,1965-01-17,Dmitri,Rousseau,Engineer,1995-06-19,1997-05-26
447232,1965-01-22,Aleksander,Schaaf,Senior Staff,2001-05-25,9999-01-01
447290,1965-01-08,Maria,Miculan,Senior Engineer,1998-04-12,1998-05-08
447376,1965-01-07,Kirk,Zongker,Staff,1999-12-10,9999-01-01
447544,1965-01-22,Stabislas,Kakkad,Senior Staff,1989-02-19,9999-01-01
447599,1965-01-17,Heeju,Kemmerer,Technique Leader,1991-12-26,1996-02-15
447613,1965-01-15,Paris,Restivo,Senior Engineer,1991-11-21,9999-01-01
447877,1965-01-13,Make,Heuser,Senior Engineer,1997-07-02,9999-01-01
447931,1965-01-11,Martijn,Jeong,Senior Staff,1999-12-14,9999-01-01
447966,1965-01-05,Kamakshi,Hebert,Senior Engineer,2002-01-17,9999-01-01
447982,1965-01-25,Shiv,Baezner,Senior Engineer,1996-12-16,9999-01-01
447999,1965-01-05,Shiv,Vilarrasa,Senior Engineer,1995-08-01,9999-01-01
448165,1965-01-07,Anyuan,Schwaller,Senior Staff,1999-08-31,2001-05-06
448769,1965-01-18,Mong,Dichev,Technique Leader,1997-10-11,9999-01-01
448900,1965-01-16,Mart,Talmor,Staff,1999-05-11,9999-01-01
448918,1965-01-23,Chiradeep,Arlazarov,Senior Engineer,1998-10-06,9999-01-01
448994,1965-01-12,Haldun,Syang,Staff,1997-02-11,9999-01-01
449189,1965-01-30,Jahangir,Bernatsky,Senior Staff,1995-09-30,9999-01-01
449815,1965-01-27,Fumitaka,Quittner,Senior Staff,1993-04-20,9999-01-01
449966,1965-01-31,Mabry,Knightly,Staff,1994-01-04,2001-03-06
449984,1965-02-01,Hinrich,Perin,Senior Engineer,1993-11-20,9999-01-01
450184,1965-01-11,Selwyn,Henseler,Senior Engineer,1993-03-09,9999-01-01
450255,1965-01-31,Udo,Waymire,Technique Leader,1986-06-14,9999-01-01
450309,1965-01-08,Gill,Orlowska,Technique Leader,1986-12-25,9999-01-01
450371,1965-01-21,Eldridge,Pargaonkar,Senior Engineer,1998-08-03,1999-09-04
450421,1965-01-25,Selwyn,Munoz,Engineer,1989-07-05,1992-10-07
450475,1965-01-21,Saeed,Bahl,Senior Staff,1991-01-29,9999-01-01
450510,1965-01-25,Boalin,Tramer,Staff,1992-04-13,1993-02-24
450817,1965-01-10,DAIDA,Frolund,Senior Engineer,1996-07-16,9999-01-01
450888,1965-01-03,Sedat,Rande,Senior Staff,2001-03-24,9999-01-01
450934,1965-01-23,Chanjung,Raoux,Senior Engineer,1998-05-25,9999-01-01
450936,1965-01-18,Yuriy,Ponthieu,Senior Staff,1996-12-10,9999-01-01
451253,1965-01-15,Jaihie,Ozeri,Senior Staff,1997-06-20,9999-01-01
451272,1965-01-02,Jacopo,Krohm,Senior Engineer,1997-04-23,9999-01-01
451275,1965-01-25,Bedrich,Isard,Senior Staff,1986-06-07,9999-01-01
451333,1965-01-15,Radhika,Bonifati,Senior Staff,1995-03-11,9999-01-01
452137,1965-01-15,Subir,Miake,Senior Engineer,2002-07-11,9999-01-01
452196,1965-01-17,Bartek,Snyers,Senior Staff,1992-01-14,2001-05-02
452206,1965-01-22,Arra,Esposito,Staff,1994-11-03,9999-01-01
452325,1965-01-14,Taiji,Berstel,Senior Engineer,2001-12-02,9999-01-01
452347,1965-01-07,Shigeichiro,Brattka,Senior Staff,2001-07-13,9999-01-01
452365,1965-01-05,Fei,Gadepally,Engineer,1997-11-13,9999-01-01
452956,1965-01-17,Gou,Thombley,Senior Engineer,1987-04-09,9999-01-01
452957,1965-01-03,Alair,Nanard,Staff,1996-02-10,9999-01-01
452970,1965-01-06,Mari,Fargier,Senior Engineer,1992-08-18,1995-12-11
452982,1965-01-29,Lobel,Aloia,Senior Staff,1994-12-29,9999-01-01
453070,1965-01-06,Aran,Rosenbaum,Senior Staff,2000-04-24,9999-01-01
453154,1965-01-03,Gao,Lally,Staff,1996-03-01,9999-01-01
453644,1965-01-07,Berni,Takkinen,Senior Staff,1997-06-08,9999-01-01
453688,1965-01-24,Chinya,Leslie,Engineer,1995-10-28,9999-01-01
453723,1965-01-15,Arne,Kohling,Senior Engineer,1993-12-13,9999-01-01
453760,1965-01-13,Ewing,Rajala,Senior Staff,2001-06-21,9999-01-01
453790,1965-01-11,Fai,Keirsey,Senior Engineer,1999-10-12,9999-01-01
453913,1965-01-23,Stein,Perng,Senior Staff,1998-04-29,9999-01-01
453996,1965-01-24,Sugwoo,Weiland,Senior Engineer,1997-04-23,1999-01-18
454338,1965-01-24,Mohammed,Georg,Engineer,1998-08-03,9999-01-01
454378,1965-01-06,Gina,Ossenbruggen,Technique Leader,1998-01-03,9999-01-01
454736,1965-01-24,Nechama,Ermel,Engineer,1995-06-05,9999-01-01
454791,1965-01-22,Xiaoqiu,Pietracaprina,Senior Engineer,1994-07-09,9999-01-01
454825,1965-01-02,Kamakshi,Schusler,Senior Engineer,2001-05-24,9999-01-01
454994,1965-01-01,Mohan,Picht,Senior Engineer,2000-02-24,9999-01-01
